id,listing_url,name,space,picture_url,neighbourhood,latitude,longitude,price,weekly_price,monthly_price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
238208,https://www.airbnb.com/rooms/238208,"Awesome,Colorful 1 Bedroom-W Harlem","Stay in the heart of Harlem â€“ itâ€™s AMAZING!!!  Thereâ€™s a lot of heart, soul and music around these parts! Itâ€™s an awesome cultural experience in-and-of itself, and is like no other place in the city. My place is also very close to famous attractions including the Apollo Theater and Red Rooster. There's also a peaceful park (Marcus Garvey) right around the corner with a fresh farmers market on Sundays, an African drum and dance circle every Sat, and museums, jazz concerts, and great bars & restaurants all over!  Itâ€™s perfectly safe, as I am a female in my mid 20â€™s who has lived here alone for the past 5 years. Iâ€™ve come back by myself at all hours of the night from the subways and have never had any problems. The apartment is located within walking distance to the 2 & 3 trains (about 4 min) and 4,5, & 6 trains (about 6 min), A/B/C/D (10 min) as well as to the Metro-North Commuter Rail Train (about 5 min) and the M60 bus that goes directly to and from LaGuardia International Airport stop",https://a0.muscache.com/im/pictures/27279964/e5eac51e_original.jpg?aki_policy=large,Harlem,40.8070075985183,-73.9416978563022,110,850,1700,192,42,91,9,9,10,10,9,9,0.56
239055,https://www.airbnb.com/rooms/239055,Nolita Penthouse_Private Deck_Elev_,"At Elizabeth street, NoLiTa, A Penthouse apartment offers a great massive PRIVATE terrace oversees the west side, Large apartment, All glass walls with a great views, Full size kitchen with a eating island, Queen size bed, Cable TV and Internet, Laundry, Dish washer, Large Balcony out of the living room, PRIVATE furnished rooftop deck with beds couches hummock and 2 BBQ grills!!! Please note that this apartment is only available between May 6th till May 14th. Any other dates will be rejected, we are back home! You will love it, Guaranteed!    Please note, this apartment is my equal flat I live in so dates are a little restricted. Some of the closets will not be empty for your use, they occupy my personal items. Looking forward to giving keys to the right people. Nir and Ashley Gilboa",https://a0.muscache.com/im/pictures/2587115/72130ad4_original.jpg?aki_policy=large,Chinatown,40.7189162438941,-73.996284501664,300,1950,5000,0,2,80,8,7,10,10,10,8,0.03
239506,https://www.airbnb.com/rooms/239506,LG1B Sunny Luxury Brand New Doorman,"My apartment is a large 1BR, beautiful and very comfortably decorated. It has a large bedroom with queen size bed and a pull out sofa-bed in the living room. The building is about 10 years old and wonderful. There is a doorman, elevators, patio, washers/dryers, gym, parking inside the bldg, and shuttle to the express subway. It is very quiet and comfortable. Fully furnished with kitchen supplies, sheets, towels etc...a very good deal! Internet is included. (the Aspen NYC).  (website hidden) Stay at Sunny LG 1BR UES New Luxury Doorman 1BR apt / 1st Ave, New York, NY 10029, United States",https://a0.muscache.com/im/pictures/2314986/24150eff_original.jpg?aki_policy=large,East Harlem,40.7867038919127,-73.941664456593,190,900,3500,53,25,94,10,9,10,10,9,9,0.43
239733,https://www.airbnb.com/rooms/239733,Astoria Garden Suite,"(Description en Espanol hacia abajo.) Staying in the North End of Astoria - Ditmars Blvd. train station area is the best for those who are looking to enjoy what it is like to live in a Village type atmosphere. Plenty of restaurants, beer gardens, lounges, cafes and yoga studios to keep you busy. If you are here to spend most of your days in Manhattan then Ditmars Blvd. - Astoria Queens is the way to go. It is the first stop of the N or Q line, you will always have a seat on the train at this station and the best part is that because it is the first stop there are always 2 trains at the station so no need to stand on the platform in the heat, rain, cold or snow while waiting for the train.  The other advantage to being at Ditmars is that the trains run Express during rush hour so you bypass all the other people waiting at the other stations. The train ride is 12 minutes to 59th Street & Lexington Ave - Midtown. Our place is 5 blocks & 1 avenue from the train station and is always busy s",https://a0.muscache.com/im/pictures/2463131/b3ad31ee_original.jpg?aki_policy=large,Astoria,40.7767944165255,-73.9168668863094,68,,2108,339,43,98,10,10,10,10,9,10,0.56
239766,https://www.airbnb.com/rooms/239766,Lower East Side/Chinatown 1 Bedroom,"Small one-bedroom apartment on Ludlow Street.  Great location, close to Chinatown, walking distance to nearly everything downtown.  There is a small park a block away.  Dozens of great restaurants around. The Lower East Side bars and clubs are two blocks north.  LES is the best neighborhood in Manhattan hands down!  Lots of new art galleries have opened over the past year.  Thankfully it stays very calm on my block, an elementary school is across the street.   The apartment does not face the street, so it is very quiet.  Close to F/M/J and B/D subway lines.  Apartment is in an old tenement building that just underwent renovations in the hallway.   Living room and kitchen are in one room, bedroom is adjacent with a full-sized bed.  In a not-to-odd for NY arrangement, the toilet is in an small enclosed room off the bedroom and the shower is located in another small enclosed room off the kitchen. The kitchen sink is the only sink.  Good for one or two people.  2nd Floor of the building, n",https://a0.muscache.com/im/pictures/2c7229c4-9a65-440a-9052-a0ddc8343a61.jpg?aki_policy=large,Lower East Side,40.7169329849939,-73.9894840655163,100,,,0,7,97,10,9,9,10,9,9,0.12
239883,https://www.airbnb.com/rooms/239883,Private Room in Fort Green BK close to city,"Your private room has a double bed with comfy mattress. Clean, simple yet tasteful decorative bedroom with 12 foot ceiling and big window. There are hangers and closet space available to use for your belongings. Sheets and towels provided, and you're welcome to the basic toiletries (shampoo, conditioner, soap) in the bathroom.",https://a0.muscache.com/im/pictures/2948214/406610ff_original.jpg?aki_policy=large,Fort Greene,40.6850148033952,-73.9701850083633,85,625,1950,89,101,96,10,10,10,10,10,10,1.3
239899,https://www.airbnb.com/rooms/239899,Spacious & Charming by Prospect Pk,"The apartment is a one bedroom (2 room) apartment--around 750 square feet. I've kept things minimally designed. In the bedroom, there's southern light, plants, a deco steel dresser and a queen size bed. The living room is ""sunken"" (with 2 stairs from the foyer). In it is a couch perfect for reading or napping, long steel desk, a projector, mixer and speakers for watching movies. i have both ethernet and wifi connection, too. The kitchen is long and the fridge is big. The bathroom is an aquamarine color with a bathtub for someone with long legs. There's not much noise, as the apartment faces the rear of the building. There's a part-time doorperson who takes packages and laundry machines in the basement of the building. People in the building are friendly, a mix of those who have been here a while and those who arrived within the past 5 years, or so.  The location is a 3 minute walk to the subway, local cafes & restaurants (Italian, Mexican, Caribbean, Chinese, Indian), a 24 hour gourmet",https://a0.muscache.com/im/pictures/9781828/dcbc057a_original.jpg?aki_policy=large,Lefferts Garden,40.6606790825319,-73.9600319771946,62,430,1550,0,4,100,10,9,10,10,9,9,0.16
240800,https://www.airbnb.com/rooms/240800,Private Room Near Brooklyn Museum ,"Great, furnished and luminous private room with single bed (with private bathroom) Our location:  â€¢	Up-and-coming and lively (in a good way) Brooklyn neighborhood.  â€¢	1910 brownstone building  â€¢	Great subway and bus connections (3 blocks to subway trains and one to bus). 15 minutes to Downtown Manhattan; half that time to some of the greatest Brooklyn neighborhoods.  â€¢	Prospect Park  Brooklyn Museum and Botanical Garden Brooklyn public libary atlantic mall and the new Barclays (nba) staduim all in walking distance. â€¢	Immediate area has several supermarkets, a drugstore, and many restaurants and bakeries serving exotic cuisine. Our homeâ€™s features:  â€¢	High-speed Internet with Wi-Fi.  â€¢	Bathtub/shower.   (Website hidden by Airbnb) 24/7 doorpersons â€¢	Hardwood floors throughout.  â€¢	HD tv and dvd player.  (Website hidden by Airbnb) heater/ac(in summer)  (Website hidden by Airbnb) Compact Refrigerator  Us:  â€¢	Working couple with two kids(18 and 22  which are mostly home at night).  â€¢	Very fr",https://a0.muscache.com/im/pictures/2302899/f6ad9636_original.jpg?aki_policy=large,Prospect Heights,40.677221544909,-73.9654191298859,55,415,1285,363,95,96,10,10,10,10,9,10,1.23
241021,https://www.airbnb.com/rooms/241021,Harmony Hospitality House,"Quiet, warm, light, comfortable and exquisitely clean boutique apartment  on 3rd floor of  historic (c,1886 ) Harlem brownstone.  Lots of original detail. Queen-size bed, full, private  bath & small private kitchens  All amenities and appliances: dishes, linens, towels, refrigerator, toaster, coffee-maker, cooktop & oven,  WI-Fi, A/C. Luxurious Egyptian cotton 600 thread count wrinkle-free sheets provide  a beautiful rest. The Egyptian cotton towels are fluffy and super absorbent. All linens are laundered in organic ""7th Generation"" detergent.  Close to all public transportation; Central Park a jog away, numerous eateries, markets, jazz clubs close by. Coffee & tea provided, 1st morning's complimentary continental breakfast.  Apt. has table, chairs, desk, closets. Beautiful, small community park just across the street. This is an inviting an safe atmosphere as numerous past guests have testified.  The proprietors live in the brownstone with their veteran Maine Coon cat They are also fo",https://a0.muscache.com/im/pictures/6627046/7235ddda_original.jpg?aki_policy=large,Harlem,40.8078961695247,-73.9510208774411,115,795,3200,306,15,95,10,10,10,9,9,9,0.25
241140,https://www.airbnb.com/rooms/241140,The Wallace { low season discount },"{BEST OF NEW YORK} The 10 Coolest Airbnb Rentals in New York Timeout New York, 2014 . ""Staying with Jessica at the historic mansion was quite a remarkable experience. It was not only one of the nicest homes I have ever stayed at on Airbnb, but Jessica made one of the best breakfasts that I have ever had . . . better than any breakfast spot we found, so if you stay here, I recommend sticking around for breakfast. The photos do not do the first floor justice. It is massive, but also very charming. We stayed in the top floor, and the room was beautifully designed and arranged for us. After staying with Jessica, I would recommend it as one of the best Airbnbs in New York, and a must visit if you want to experience the authenticity of a Brooklyn brownstone neighborhood, the charm of an historic mansion, and the soul of Jessica's hospitality. In other words, this is a 6 star experience, even though we only allow 5 stars to be left.""  . Brian Chesky, Co-founder and CEO, Airbnb ...............",https://a0.muscache.com/im/pictures/46691449/777fe383_original.jpg?aki_policy=large,Clinton Hill,40.6897479064362,-73.9670299715889,350,,,357,34,99,10,10,10,10,10,10,0.44
241159,https://www.airbnb.com/rooms/241159,Clinton Hill 1 Bed Bright Loft Apartment,"A spacious and bright loft apartment with 16ft high ceilings. Live like a local and enjoy the ultimate Brooklyn experience. Open plan living room / kitchen  office. Kitchen has superb island for every discerning cook and host. Our apartment has been decorated to the highest standard. Cable TV and Apple TV in living room and bedroom. (Hidden by Airbnb) Home in living room to enjoy music. ""OK (Hidden by Airbnb) "" also comes in handy for weather reports and local city info! Washers and dryers are located in the basement of the building. Card required for putting cash on which can be purchased downstairs.",https://a0.muscache.com/im/pictures/d4de4f59-6499-47e9-8ca1-85092bfe3b43.jpg?aki_policy=large,Clinton Hill,40.6922052858945,-73.9586570693398,110,,,0,4,100,10,10,10,10,10,10,0.5
241538,https://www.airbnb.com/rooms/241538,"Furnish BR, NO Inquiry 1st book it.","Pl No Inquiries for availability on your dates and price bargaining please. ( PL. DON'T WRITE ME WITH OUT BOOKING IT FIRST).   After your booking you can write / text / call or I will call you with in 24 hrs of your booking to assure you your comfort.  Just book it here if it is not available then this site will not allow you to book it on your required dates or look for calendar in links here in listing.  Because I get 4-5 inquiry per day to ask me that things which are already on this web site. 2nd most of inquire all just looking around, or planning only and they are not sure for their booking.   So Please book the place 1st and then you can ask me any question about the place or your comfortable stay during your time period. I have no problem to answer all of your questions or even talking to you on phone.  Once you stay here you will love this place and neighborhood in NYC  - No smoking, music or guesting in the apartment. I am offering 1 Separate Bed room in Pvt house apartment. ",https://a0.muscache.com/im/pictures/2438686/7d88dd6b_original.jpg?aki_policy=large,Jackson Heights,40.7501579890027,-73.8936307090283,89,,,365,17,93,9,9,10,10,10,9,0.25
241862,https://www.airbnb.com/rooms/241862,Great Studio in W. Village - NYC!,"Spend some time in one of the most charming parts of NYC. Fantastic Studio Apartment  in the heart of New York City's Greenwich Village. I'm making my WEST VILLAGE studio apt. available when I travel. I have a pretty flexible schedule and it takes me away from the city from time to time, for a weekend, or for longer periods of time. If your travel plans fit mine, my place could be yours! PLEASE REACH OUT TO ME ABOUT YOUR DATES BEFORE TRYING TO BOOK. I leave my calendar pretty open since my schedule changes frequently, so dates that seem available may not be. I'm basically looking for the right fit. The apartment is honestly the most charming you'll find in the area. It's fully furnished, comfortable, and has plenty of exposure to light. It's small, but laid out very well to give it a more open, comfortable feel. The kitchen has all you need to cook, even a dishwasher, and is a nice place to hang out, with great views out the kitchen window of lower Manhattan, including the Empire State",https://a0.muscache.com/im/pictures/61b53680-8998-4304-b3f9-91a1873208d7.jpg?aki_policy=large,West Village,40.7296932703528,-74.0063456608044,200,,,289,35,97,10,10,10,10,10,9,0.45
242479,https://www.airbnb.com/rooms/242479,Cozy NYC room 25min to Times Square,"If youâ€™re looking for the perfect example of the multicultural aspect of NYC to experience and take in ... Astoria is the place for you!  Itâ€™s a real NYC neighborhood. Beautiful to walk and explore, safe for single women, and full of friendly neighbors. We're certain you will love this neighborhood, as we do. Known for being the epitome of the melting pot, Astoria prides itself on being a vibrant, yet relaxed, family friendly neighborhood known city-wide for its delicious, diverse restaurants and cafes.  Even renowned English chef Jamie Oliver agrees. Astoria was featured on his show ""Jamie's American Road Trip - New York.""  Check out: (Website hidden by Airbnb)  The three bedroom apartment is shared by best friends. The available private bedroom is located in the rear of the apartment and can accommodate one person. *** While we are easy-going, helpful, and friendly people, we ask that you send us an email that tells us a little about yourself and your expectations  - before you reser",https://a0.muscache.com/im/pictures/2282707/baf7496e_original.jpg?aki_policy=large,Astoria,40.7631348208947,-73.9156464379634,69,415,1397,63,33,97,10,10,10,10,10,10,0.43
242532,https://www.airbnb.com/rooms/242532,The Swoon { low season discount },"{BEST OF NEW YORK} . The 10 Coolest Airbnb Rentals in New York Timeout New York, 2014 ...................................................................................................... ""Staying with Jessica at the historic mansion was quite a remarkable experience. It was not only one of the nicest homes I have ever stayed at on Airbnb, but Jessica made one of the best breakfasts that I have ever had . . . better than any breakfast spot we found, so if you stay here, I recommend sticking around for breakfast. The photos do not do the first floor justice. It is massive, but also very charming. We stayed in the top floor, and the room was beautifully designed and arranged for us. After staying with Jessica, I would recommend it as one of the best Airbnbs in New York, and a must visit if you want to experience the authenticity of a Brooklyn brownstone neighborhood, the charm of an historic mansion, and the soul of Jessica's hospitality. In other words, this is a 6 star experience, eve",https://a0.muscache.com/im/pictures/46691919/37d90315_original.jpg?aki_policy=large,Clinton Hill,40.6892993278617,-73.9660187426191,224,,,352,77,98,10,10,10,10,10,10,0.99
242585,https://www.airbnb.com/rooms/242585,Beautiful large studio with alcove,"Incredible location and very large studio suite with alcove. The apartment is located in the middle of the Theater District. It is located in an elevator building with doorman. Laundry on the premises. It accommodates 1-2 people. There is a queen bed and a sofa. The open living area makes you feel like you are in a loft. There are plenty of restaurants with a variety of tasty cuisines in the area. Great view from the large windows. One block from A,C,E trains and 2 blocks from N, Q ,R ,1 and 9 trains",https://a0.muscache.com/im/pictures/28250aa9-1509-4806-8010-430b0a341a14.jpg?aki_policy=large,Hell's Kitchen,40.7586724683168,-73.9892053758574,199,,,72,12,98,10,10,10,10,10,9,0.15
242643,https://www.airbnb.com/rooms/242643,"BIG 1br, SLEEPS 4, dishwashr, TV","This is a beautiful furnished condo in a refurbished building. Half a block from the L at Montrose; Union Square is 10 minutes on the train, Bedford Avenue is 5 minutes.  Fully equipped kitchen with dishwasher and living room with Internet-connected TV. There are two natural foods stores within a single block. The butcher block kitchen table seats 6 comfortably. I provide a list of restaurants, bars, and cafÃ©s in the neighborhood. This is a peaceful location with extremely easy access to the hottest spots in Williamsburg.  If you have any questions in the future please let me know. I look forward to meeting you!",https://a0.muscache.com/im/pictures/56997942/8d4f567c_original.jpg?aki_policy=large,Williamsburg,40.7083201381589,-73.9415716057622,140,1000,3000,360,15,93,10,8,9,10,9,9,0.23
243229,https://www.airbnb.com/rooms/243229,2BR  Apt - 20min to Soho,"Great 1.5BR apt in Brooklyn, very spacious, full kitchen and a large living room, The apt is ideal for a couple but could fit very comfortably an extra kid. Located at a top of a brownstone in historic Bed-Stuy, Brooklyn, The apt is in a great shape and has a lot of character, details, woodwork and skylights. A few extra amenities which included: Washer/ Dryer, Wi-Fi, New Queen sized bed. The apt located 1 block from A/C train express 4 stops to Manhattan, which means that you can be anywhere downtown in less then 20 min (I do it every day for work, it is faster from what people commute inside the city). it is also super convenient to get to the apt from JFK (around 20-25 min as well on the A line)",https://a0.muscache.com/im/pictures/06b8e7d3-3fef-489f-a85d-1bb467d4322c.jpg?aki_policy=large,Bedford-Stuyvesant,40.6801577966314,-73.9487824944785,280,,,365,5,95,10,9,10,10,8,10,0.07
243708,https://www.airbnb.com/rooms/243708,"Williamsburg, a better and cheaper Manhattan","Spacious and quiet 800 sq feet apartment in new building , very modern & contemporary furnished in Williamsburg one of the ""hot spots"" for living in NYC. It has 2 bedrooms with queen size beds in it where 4 guests can sleep. Third queen size bed can be installed living room for 5th and 6th person only, or in case guests want have more commodity for a small charge.  It has well equiped kitchen, Central A/C, Samsung 52"" HDTV ( Sling TV, Amazon, Netflix and YouTube will give you pleanty options to wach)  100MB/s WiFi, Intercom, Washing machine, Dryer, Rain drop shower, Memory foam mattress and many other features.",https://a0.muscache.com/im/pictures/38362681/cc987b49_original.jpg?aki_policy=large,Williamsburg,40.7087543519003,-73.9550813400678,149,,,120,191,93,10,9,10,10,9,9,2.48
244235,https://www.airbnb.com/rooms/244235,Apartment in a Historical Home,"Here is your opportunity to explore New York while living in a historic landmark house in Crown Heights area of Brooklyn.  The property features a living and dining area with a decorative fireplace, 1 bedroom and 1 bathroom, as well as very spacious hallway with extra sleeping area.  Our property is perfect a large family or group of friends.  Children are welcome and will be occupied with toys, books, games and cable TV with over 300 channels.   The property is located 15 min away from Manhattan, C train station is 2 minute walk from the house, and it takes 15 minute ride to Manhattan.  JFK airport is a 15 minute ride by taxi or about 50 minutes by train. The property is located in close proximity to all the sightseeing Manhattan and Brooklyn has to offer.  Brooklyn Children's Museum is within 4 blocks walk, Brooklyn Museum, Botanical Garden and Zoo, as well as numerous Brooklyn and Long Island beaches are easily reachable by train or Long Island Rail Road (nearest stop is 3 blocks aw",https://a0.muscache.com/im/pictures/2344202/bea7f072_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6784221119456,-73.9396127424042,180,,3700,365,31,82,9,9,9,9,7,7,0.43
244547,https://www.airbnb.com/rooms/244547,Cosy apt close to Central Park!,"I'm renting 2 rooms in a 3 bedrooms apartment. The price you see is the price for 1 room (2 ppl) If you want to book both rooms (capacity 4ppl total) you would need to go on both listings below: https://www.airbnb.com/rooms/244547 https://www.airbnb.com/rooms/246030 About the location:  - On 68th Street and 1st Ave,  - 5min walk from the 68th St-Hunter college stop (6 train).  - Few blocks from Central Park! A lot of Museums around (Guggenheim, Met, Frick - Great restaurants and plenty of grocery store around.  - Laundromat in the building next door. About the apartment: - Is fully and tastefully furnished. :) - Bright and sunny rooms but natural light  - Hard-wood floor. - Brick wall About the rooms: - Hard wood floor - Linens and sheets are provided. About myself:  I work for an Event planning company specialized in business travel so I'll be a good adviser for off-the-track spots. You'll also find plenty of documentation and maps of NYC in the apartment. I work office hours (10 to 7",https://a0.muscache.com/im/pictures/ad369d41-5321-484f-a1fa-80f9e1c013aa.jpg?aki_policy=large,Upper East Side,40.7663069120213,-73.9563725850454,89,,,365,104,84,8,8,9,9,9,8,1.35
245430,https://www.airbnb.com/rooms/245430,Beautiful downtown loft / Five star reviews,"This large 2 bedroom 2 bath apartment was completely renovated.  Master Bedroom has private bath with steam room shower.  Master Bath is better than any spa and has body sprays and a marble bench to sit on while the rainfall shower relaxes you.  Second bedroom is perfect for two to three children. Full bunk under full twin.  Mattresses are new in both bedrooms.   Living Room/  Kitchen is modern and open with 12 foot high ceilings and cast iron columns reminding you of Tribeca's history.   Apartment is large but to minimize wear and tear I'm limiting to 5 people maximum. Neighborhood is one of the City's best for restaurants with NOBU, Boulet, Mr. CHOW's, Tribeca Grill and countless other great restaurants steps from your door.  Chinatown is also close by for the more adventurous for shopping or eating.  Art galleries and SOHO shopping are  five to ten minutes away by foot. Walking distance to over 15 subway lines.  Great waterfront park with 12 mile long bike path nearby as well.   Mon",https://a0.muscache.com/im/pictures/2499319/40768395_original.jpg?aki_policy=large,Soho,40.7217161344894,-74.0017485344292,599,,13500,283,27,98,10,9,10,10,10,10,0.36
245504,https://www.airbnb.com/rooms/245504,One Fabulous Private Room,"Hotel style with family comfort, welcome to our Fabulous clean and cozy furnished mid-size room located in the Washington Heights area of New York City. This room is perfect for single travelers or couples looking to getaway and enjoy the amazement that is NYC. The room is furnished with a queen size bed, desk, wifi internet, A/C, closet and storage. All guests will have access to the great kitchen, refrigerator and common areas. Our goal is to make sure your stay is as comfortable and as memorable as possible. The room is located at the opposite end of the apartment which allows for a more private and quiet stay. You come and leave as you please. The building is located on a terraced street that is within walking distance to restaurants, supermarkets, parks, museums, and two streets from the subway and bus system. We are approximately 35 minutes to midtown and 45 minutes to downtown Manhattan. You will be sharing space with my roommate Barry, I and my loving Boston Terrier, George. Sh",https://a0.muscache.com/im/pictures/2413738/d82aa00d_original.jpg?aki_policy=large,Washington Heights,40.8588750805829,-73.9288626326589,71,,,321,188,96,10,10,10,10,8,10,2.44
245544,https://www.airbnb.com/rooms/245544,BIG AND NICE ROOM IN NEW YORK..,"HI , MY NAME IS VICTOR   IM AN ARTIST -DECORATOR   LATINO   RENTING A ROOM IN MY APARTMENT.  BIG  ROOM WITH A GRAND STREET WINDOW FULLY FURNISHED TV 60 "", INTERNET WIRE / TEL ,. DVD PLAYER IN A FULLY FURNISHED APT, BATHROOM , KITCHEN , AND DINING AREA ..........QUIET , CLEAN AND SAFE NEIGHBORHOOD  THE APT IS NEAR SHOPPING CENTER , COMMERCIAL AREAS  HOSPITAL,  24 HOURS  LAUNDRY MAD NEAR   NEAR: YANKEES STADIUM  BEAUTIFUL **SEE PIC** ORCHARD BEACH IS ONLY 25 MINUTES FROM APT  AND YOU CAN TAKE A PUBLIC TRANSPORTATION  JUST 2.50  EACH WAY BRONX ZOO  10 MINUTES BY BUS  VAN COLLAND PARK  AND MORE PARK AROUND  LIKE RIVER-DALE, MORRIS PARK  YONKERS  CASINOS  WAVE HILL  THE  MOST BEAUTIFUL PARK IN   USA  (Website hidden by Airbnb)  Convenient and direct trip to West Side of Manhattan  * (30 minutes to Columbia University)  * (40 minutes to Times Square)  * (45 minutes to 34th and Penn Station)  2)  walking neighborhood in Van Courtland Village Area  3) Accessible to Manhattan College in Riverda",https://a0.muscache.com/im/pictures/35a46f02-b0e8-4ff4-a87b-ea237214cdb9.jpg?aki_policy=large,Fordham,40.8678953439159,-73.9002301080491,45,200,,351,67,93,10,9,10,10,9,10,1.06
245574,https://www.airbnb.com/rooms/245574,Brooklyn Brownstone apartment,Gorgeous 775 sqft garden Apartment available for any vacationer looking to enjoy a beautiful tree line brooklyn block.   You get to experience a the real feel of a neighborhood in a full apartment  a block away from transit and up the street from Black Swan... A must see! ,https://a0.muscache.com/im/pictures/2349091/f5add5b9_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6889010187736,-73.9538341708424,180,1000,3600,237,144,91,9,9,10,9,9,9,1.85
245607,https://www.airbnb.com/rooms/245607, big 1 bedroom apt very central,"charming spacious quite 900sqf = 83 square meter very central  Looking for clean, respectful,  for no smoker  FREE internet WIFI  it's on a 5th floor  WITH ELEVATOR;  with a great view of Manhattan  next to major subway  near blue line and red line  closest to pen station empire state , high line  easy parking, the place will come with clean sheets and towels, TV with local (Website hidden by Airbnb) cable  kitchen is fully equipped ( no dish washer )  professional hair dryer  laundry on the basement  required card purchase by credit card.  the second bed is in the living room is a  large twin daybed  very comfortable     "" do to other what I'd like to do to me"", so please be respectful of the place as it is my temple and i like to have it so , I'm a hair stylist and  a yogi  practicing Kundalini and other form of yoga , I live my life as my practice as so my place , be serious and loving ,  please no walking with shoes in the apt no loud noise or party after 10 pm i respect my neighbo",https://a0.muscache.com/im/pictures/4711753/dc74921f_original.jpg?aki_policy=large,Chelsea,40.7512685330923,-73.9963716132227,226,1737,6132,334,22,91,9,9,10,10,10,9,0.31
246030,https://www.airbnb.com/rooms/246030,Cosy apt in the Upper East Side,"The Space I'm renting 2 rooms in a 3 bedrooms apartment.  The price you see is the price for 1 room (2 ppl) If you want to book both rooms (capacity 4ppl total) you would need to go on both listings below:  https://www.airbnb.com/rooms/244547  https://www.airbnb.com/rooms/246030 About the location:  - On 68th Street and 1st Ave,  - 5min walk from the 68th St-Hunter college stop (6 train).  - Few blocks from Central Park! A lot of Museums around (Guggenheim, Met, Frick  - Great restaurants and plenty of grocery store around.  - Laundromat in the building next door. About the apartment:  - Is fully and tastefully furnished. :)  - Bright and sunny rooms but natural light  - Hard-wood floor.  - Brick wall About the rooms: - Hard wood floor  - Linens and sheets are provided. About myself:  I work for an Event planning company specialized in business travel so I'll be a good adviser for off-the-track spots. You'll also find plenty of documentation and maps of NYC in the apartment. I work off",https://a0.muscache.com/im/pictures/75f98e54-985f-4c49-bdb4-84335f1a1353.jpg?aki_policy=large,Upper East Side,40.7665513924972,-73.9565874770492,89,,,365,76,86,8,8,9,10,10,8,0.98
246134,https://www.airbnb.com/rooms/246134,"Lovely, Large Room in Crown Heights","PLEASE READ ENTIRE DESCRIPTION BEFORE CONTACTING ME THE GUIDEBOOK MAP SHOULD ANSWER ALL QUESTIONS ABOUT THE AREA $85/night 3 night minimum $100 deposit NO SMOKING INSIDE NO PETS The room in a beautiful, well-maintained and spacious pre-war building.  We take pride in our building and I take pride in keeping my space clean and welcoming.   I am a musician, writer and healing artist. Because I am a single woman I am only renting to women traveling alone or together and couples at this time.  Thank you for your understanding.  While staying at the apartment you will have access to the kitchen if you would like to stay in and cook. I just ask that you clean up after yourself and respect the space. There is no maid service here.     The apartment is a 5-7 minute walk to the A/C Nostrand Ave subway station, 3 blocks from LIRR (Long Island Railroad), the B44 bus (toward Williamsburg) is a block away, the B65 (to Cobble Hill) is at the corner and the B25 (to Downtown Brooklyn) is also a 5-minu",https://a0.muscache.com/im/pictures/2840726/21bb01de_original.jpg?aki_policy=large,Crown Heights,40.6760676124013,-73.9442144045868,85,455,1800,365,5,95,9,9,9,9,9,9,0.07
246351,https://www.airbnb.com/rooms/246351,"Sweet Apt, Steps From Gramercy Park","The apartment: Cozy full-sized one bedroom. While on 23rd Street, apartment faces back of building providing a quiet haven from the City. Walkup. Living room: Perfect for relaxing, entertaining a guest. Queen-sized leather sofabed Eames lounge chair Flatscreen TV with stereo receiver, speakers. A/C in living room; fan in bedroom.  Bedroom: Queen-sized bed on extremely comfortable mattress. Bathroom: Full bath/shower. Linens provided if you launder them. (Nearby laundromats will wash, fold & deliver.)  Kitchen: Small, but complete. Full fridge, stove, microwave. Capuccino maker, toaster, blender, juicer. Wireless, Basic TV channels Location, Location, Location: IDEAL Steps from Gramercy Park, Flatiron, Murray Hill. Fine dining. East River Promenade. Easy walk to East Village, Downtown, and Times Square. 30 minutes on R/W and 6 trains, crosstown bus to almost anywhere including Downtown Brooklyn or Downtown. . . Queens. For those who wish to rent, bike shop is literally downstairs!  The ",https://a0.muscache.com/im/pictures/2337942/1dac4009_original.jpg?aki_policy=large,Gramercy Park,40.7383361267343,-73.9823009558619,135,800,2900,0,5,85,8,6,9,10,10,8,0.08
246896,https://www.airbnb.com/rooms/246896,Love 2 Live in New York City ,"Cozy comfortable and entertaining, This bedroom suite has the best of many worlds. This posting is for the New York Yankees Sport Carpet Comfy Key-Lock (mini-apartment) Private Bedroom - ( Love 2 Live in NYC). Futon and a Queen Size air-mattress. You can exercise in this room - which includes a few weights, mini-refrigerator, a (Phone number hidden by Airbnb) hz hi-def television, WiFi, clothing irons, loads of closet space, cable tv, Air-conditioner, Coffee maker, bagel and bread toaster, wireless internet, ,,,and more included are full bathroom, with stand-up shower, full-tub, Very large kitchen, new digital washer, dryer, microwave, large oven/ stove to cook, access to large full entertainment room with bar, PS3 video games, DVD movies, Netflix entertainment....and more. A must see (price negotiable). .... The apt however can host an entire family plus more, it has an entertainment room, sports bar, entertainment for kids, adult, warm climate, entertain company family guest, exercis",https://a0.muscache.com/im/pictures/3870917/14119817_original.jpg?aki_policy=large,Clinton Hill,40.6805516198834,-73.9611224722607,69,,,365,6,100,10,9,9,10,10,10,0.08
